DATE, EX_NUM, BOOL_PREPROC, NOISE, method_name, error_norm 
24-Jun-2017 13:20:47,1,1,1e-09,Separate,7.1786e-09 
24-Jun-2017 13:20:47,1,1,1e-09,Batch,2.6904 
24-Jun-2017 13:20:47,1,1,1e-09,Batch With STLN,2.6509 
24-Jun-2017 13:20:47,1,1,1e-09,Batch Constrained,2.1977 
24-Jun-2017 13:20:47,1,1,1e-09,Batch Constrained With STLN,0.37947 
24-Jun-2017 13:20:51,1,0,1e-09,Separate,7.1786e-09 
24-Jun-2017 13:20:51,1,0,1e-09,Batch,7.1786e-09 
24-Jun-2017 13:20:51,1,0,1e-09,Batch With STLN,7.2389e-09 
24-Jun-2017 13:20:51,1,0,1e-09,Batch Constrained,8.8679e-09 
24-Jun-2017 13:20:51,1,0,1e-09,Batch Constrained With STLN,9.3629e-09 
24-Jun-2017 13:20:58,1,1,1e-10,Separate,7.1787e-10 
24-Jun-2017 13:20:58,1,1,1e-10,Batch,2.6904 
24-Jun-2017 13:20:58,1,1,1e-10,Batch With STLN,2.6509 
24-Jun-2017 13:20:58,1,1,1e-10,Batch Constrained,2.1977 
24-Jun-2017 13:20:58,1,1,1e-10,Batch Constrained With STLN,0.37947 
24-Jun-2017 13:21:02,1,0,1e-10,Separate,7.1787e-10 
24-Jun-2017 13:21:02,1,0,1e-10,Batch,7.1787e-10 
24-Jun-2017 13:21:02,1,0,1e-10,Batch With STLN,7.239e-10 
24-Jun-2017 13:21:02,1,0,1e-10,Batch Constrained,8.8677e-10 
24-Jun-2017 13:21:02,1,0,1e-10,Batch Constrained With STLN,9.3627e-10 
24-Jun-2017 13:21:09,1,1,1e-12,Separate,7.3727e-12 
24-Jun-2017 13:21:09,1,1,1e-12,Batch,2.6904 
24-Jun-2017 13:21:09,1,1,1e-12,Batch With STLN,2.6509 
24-Jun-2017 13:21:09,1,1,1e-12,Batch Constrained,2.1977 
24-Jun-2017 13:21:09,1,1,1e-12,Batch Constrained With STLN,0.37947 
24-Jun-2017 13:21:13,1,0,1e-12,Separate,7.3727e-12 
24-Jun-2017 13:21:13,1,0,1e-12,Batch,7.3949e-12 
24-Jun-2017 13:21:13,1,0,1e-12,Batch With STLN,7.4534e-12 
24-Jun-2017 13:21:13,1,0,1e-12,Batch Constrained,8.9048e-12 
24-Jun-2017 13:21:13,1,0,1e-12,Batch Constrained With STLN,9.397e-12 
