DATE, EX_NUM, m, n, t, ERROR_UX, ERROR_VX, ERROR_DX, MEAN_METHOD, BOOL_ALPHA_THETA, EMIN, EMAX, LOW_RANK_APPROX_METHOD,LOW_RANK_ITE, APF_METHOD, APF_ITE,BOOL_LOG,SYLVESTER_BUILD_METHOD,GCD_METHOD, RANK_REVEALING_METRIC
10-Nov-2017 15:40:25,2,19,16,5,5,1.1302e-08,1.7712e-09,1.8907e-08,None,0,1.000000e-16,1.000000e-14,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:40:45,2,19,16,5,2,1000,1000,1000,None,0,1.000000e-16,1.000000e-14,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:40:46,2,19,16,5,5,1.1302e-08,1.7712e-09,1.8907e-08,None,0,1.000000e-16,1.000000e-14,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:47:34,3,21,20,12,12,1.6219e-09,2.2517e-10,4.6475e-10,None,0,1.000000e-16,1.000000e-14,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:47:35,3,21,20,12,11,1000,1000,1000,None,0,1.000000e-16,1.000000e-14,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:47:47,4,5,6,2,2,1.6507e-15,7.3251e-16,1.2755e-15,None,0,1.000000e-16,1.000000e-14,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:47:48,4,5,6,2,2,1.6507e-15,7.3251e-16,1.2755e-15,None,0,1.000000e-16,1.000000e-14,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:47:57,5,9,9,6,6,1.9266e-14,2.4825e-16,1.2185e-16,None,0,1.000000e-16,1.000000e-14,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:47:57,5,9,9,6,6,1.9266e-14,2.4825e-16,1.2185e-16,None,0,1.000000e-16,1.000000e-14,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:48:06,6,26,28,16,16,5.3907e-12,2.6458e-12,3.5097e-12,None,0,1.000000e-16,1.000000e-14,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:48:07,6,26,28,16,16,5.3907e-12,2.6458e-12,3.5097e-12,None,0,1.000000e-16,1.000000e-14,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:48:28,6,26,28,16,16,8.2637e-08,1.4312e-07,5.123e-08,Geometric Mean Matlab Method,1,1.000000e-16,1.000000e-14,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:48:29,6,26,28,16,16,8.2637e-08,1.4312e-07,5.123e-08,Geometric Mean Matlab Method,1,1.000000e-16,1.000000e-14,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:48:48,6,26,28,16,17,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:48:49,6,26,28,16,17,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:49:15,6,26,28,16,17,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:49:16,6,26,28,16,17,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:49:18,6,26,28,16,17,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 15:49:53,7,30,38,16,20,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:49:55,7,30,38,16,2,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:49:57,7,30,38,16,2,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 15:50:07,8,25,24,16,16,8.2011e-11,4.4442e-12,7.995e-12,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:50:08,8,25,24,16,16,8.2011e-11,4.4442e-12,7.995e-12,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:50:10,8,25,24,16,16,8.2011e-11,4.4442e-12,7.995e-12,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 15:50:32,8,25,24,16,16,8.3317e-06,4.8295e-07,8.6709e-07,Geometric Mean Matlab Method,1,1.000000e-07,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:50:33,8,25,24,16,16,8.3317e-06,4.8295e-07,8.6709e-07,Geometric Mean Matlab Method,1,1.000000e-07,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:50:35,8,25,24,16,16,8.3317e-06,4.8295e-07,8.6709e-07,Geometric Mean Matlab Method,1,1.000000e-07,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 15:51:17,9,35,31,23,23,0.00010381,2.8564e-07,9.787e-07,Geometric Mean Matlab Method,1,1.000000e-07,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:51:19,9,35,31,23,23,0.00010381,2.8564e-07,9.787e-07,Geometric Mean Matlab Method,1,1.000000e-07,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:51:21,9,35,31,23,23,0.00010381,2.8564e-07,9.787e-07,Geometric Mean Matlab Method,1,1.000000e-07,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 15:51:54,10,35,31,23,23,0.0024887,0.00010409,3.6789e-05,Geometric Mean Matlab Method,1,1.000000e-07,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:51:56,10,35,31,23,23,0.0024887,0.00010409,3.6789e-05,Geometric Mean Matlab Method,1,1.000000e-07,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:51:58,10,35,31,23,23,0.0024887,0.00010409,3.6789e-05,Geometric Mean Matlab Method,1,1.000000e-07,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 15:52:32,10,35,31,23,27,1000,1000,1000,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:52:33,10,35,31,23,30,1000,1000,1000,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:52:35,10,35,31,23,29,1000,1000,1000,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 15:52:48,11,42,39,28,25,1000,1000,1000,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:52:49,11,42,39,28,38,1000,1000,1000,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:52:51,11,42,39,28,34,1000,1000,1000,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 15:53:27,13,4,4,3,3,3.3812e-12,6.7893e-13,5.2528e-13,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:53:28,13,4,4,3,3,3.3812e-12,6.7893e-13,5.2528e-13,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:53:29,13,4,4,3,3,3.3812e-12,6.7893e-13,5.2528e-13,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 15:53:42,14,29,27,16,16,1.9057e-07,1.3671e-08,9.4442e-09,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:53:43,14,29,27,16,16,1.9057e-07,1.3671e-08,9.4442e-09,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:53:44,14,29,27,16,16,1.9057e-07,1.3671e-08,9.4442e-09,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 15:55:00,4,5,6,2,2,1.8378e-12,4.7581e-12,9.0829e-13,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:55:01,4,5,6,2,2,1.8378e-12,4.7581e-12,9.0829e-13,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:55:02,4,5,6,2,2,1.8378e-12,4.7581e-12,9.0829e-13,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 15:55:39,4,5,6,2,2,1.8382e-12,4.7585e-12,9.086e-13,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:55:40,4,5,6,2,2,1.8382e-12,4.7585e-12,9.086e-13,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:55:41,4,5,6,2,2,1.8382e-12,4.7585e-12,9.086e-13,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 15:55:57,5,9,9,6,6,2.0022e-10,2.0962e-12,1.5373e-12,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:55:58,5,9,9,6,6,2.0022e-10,2.0962e-12,1.5373e-12,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:55:59,5,9,9,6,6,2.0022e-10,2.0962e-12,1.5373e-12,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 15:56:22,5,9,9,6,6,2.0022e-08,2.0961e-10,1.5377e-10,None,0,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:56:23,5,9,9,6,6,2.0022e-08,2.0961e-10,1.5377e-10,None,0,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:56:24,5,9,9,6,6,2.0022e-08,2.0961e-10,1.5377e-10,None,0,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 15:56:36,5,9,9,6,6,2.0022e-06,2.0962e-08,1.5377e-08,None,0,1.000000e-08,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:56:37,5,9,9,6,6,2.0022e-06,2.0962e-08,1.5377e-08,None,0,1.000000e-08,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:56:38,5,9,9,6,6,2.0022e-06,2.0962e-08,1.5377e-08,None,0,1.000000e-08,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 15:56:57,7,30,38,16,16,0.0018992,0.00021571,0.00032412,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:56:58,7,30,38,16,1,1000,1000,1000,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:56:59,7,30,38,16,16,0.0018992,0.00021571,0.00032412,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 15:57:16,7,30,38,16,20,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:57:18,7,30,38,16,1,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:57:20,7,30,38,16,1,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 15:57:41,8,25,24,16,16,8.2016e-11,4.4457e-12,7.9979e-12,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:57:43,8,25,24,16,16,8.2016e-11,4.4457e-12,7.9979e-12,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:57:45,8,25,24,16,16,8.2016e-11,4.4457e-12,7.9979e-12,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 15:58:24,24,39,42,24,24,6.9685e-07,3.7187e-06,4.225e-07,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:58:27,24,39,42,24,24,6.9685e-07,3.7187e-06,4.225e-07,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:58:30,24,39,42,24,24,6.9685e-07,3.7187e-06,4.225e-07,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 15:59:15,24,39,42,24,24,7.1538e-07,3.8173e-06,4.3372e-07,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 15:59:17,24,39,42,24,24,7.1538e-07,3.8173e-06,4.3372e-07,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 15:59:20,24,39,42,24,24,7.1538e-07,3.8173e-06,4.3372e-07,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 16:43:35,24,39,42,24,24,7.1538e-07,3.8173e-06,4.3372e-07,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 16:43:38,24,39,42,24,24,7.1538e-07,3.8173e-06,4.3372e-07,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 16:43:41,24,39,42,24,24,7.1538e-07,3.8173e-06,4.3372e-07,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 19:27:07,3,21,20,12,12,6.6916e-11,2.2058e-13,2.7159e-11,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 20:08:55,1,4,4,3,3,4.003e-16,5.1179e-16,4.1541e-16,Geometric Mean Matlab Method,1,1.000000e-18,1.000000e-16,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 20:15:32,4,5,6,2,2,9.6308e-16,4.7205e-16,7.1951e-16,Geometric Mean Matlab Method,1,1.000000e-18,1.000000e-16,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 20:15:34,4,5,6,2,2,9.6308e-16,4.7205e-16,7.1951e-16,Geometric Mean Matlab Method,1,1.000000e-18,1.000000e-16,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 20:15:36,4,5,6,2,2,9.6308e-16,4.7205e-16,7.1951e-16,Geometric Mean Matlab Method,1,1.000000e-18,1.000000e-16,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 20:16:04,4,5,6,2,2,9.6308e-16,4.7205e-16,7.1951e-16,Geometric Mean Matlab Method,1,1.000000e-18,1.000000e-16,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 20:16:06,4,5,6,2,2,9.6308e-16,4.7205e-16,7.1951e-16,Geometric Mean Matlab Method,1,1.000000e-18,1.000000e-16,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 20:16:07,4,5,6,2,2,9.6308e-16,4.7205e-16,7.1951e-16,Geometric Mean Matlab Method,1,1.000000e-18,1.000000e-16,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 20:16:37,4,5,6,2,2,9.6308e-16,4.7205e-16,7.1951e-16,Geometric Mean Matlab Method,1,1.000000e-18,1.000000e-16,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 20:16:40,4,5,6,2,2,9.6308e-16,4.7205e-16,7.1951e-16,Geometric Mean Matlab Method,1,1.000000e-18,1.000000e-16,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 20:16:42,4,5,6,2,2,9.6308e-16,4.7205e-16,7.1951e-16,Geometric Mean Matlab Method,1,1.000000e-18,1.000000e-16,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
10-Nov-2017 20:18:07,6,26,28,16,16,8.2445e-06,1.4273e-05,5.1689e-06,Geometric Mean Matlab Method,1,1.000000e-14,1.000000e-12,None,0,None,0,0,DTQ,ux and vx,Normalised Minimum Singular Values 
10-Nov-2017 20:18:16,6,26,28,16,16,8.2445e-06,1.4273e-05,5.1689e-06,Geometric Mean Matlab Method,1,1.000000e-14,1.000000e-12,None,0,None,0,0,DTQ,ux and vx,Normalised R1 Row Diagonals 
10-Nov-2017 20:18:25,6,26,28,16,16,8.2445e-06,1.4273e-05,5.1689e-06,Geometric Mean Matlab Method,1,1.000000e-14,1.000000e-12,None,0,None,0,0,DTQ,ux and vx,R1 Row Norms 
29-Dec-2017 15:00:16,1,4,4,3,3,7.8582e-14,7.0802e-14,2.1208e-13,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-12,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 15:00:18,1,4,4,3,3,7.7944e-12,7.0253e-12,2.1206e-11,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 15:00:19,1,4,4,3,3,7.7944e-10,7.0251e-10,2.1206e-09,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 15:00:20,1,4,4,3,3,7.7944e-08,7.0252e-08,2.1206e-07,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 15:00:21,1,4,4,3,3,7.7973e-06,7.0273e-06,2.1206e-05,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 15:00:57,10,35,31,23,23,3.2362e-10,1.5571e-11,5.3793e-12,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-12,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 15:00:59,10,35,31,23,23,3.2382e-08,1.5688e-09,5.4218e-10,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 15:01:01,10,35,31,23,23,3.2383e-06,1.5688e-07,5.4219e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 15:01:03,10,35,31,23,23,0.00032507,1.5663e-05,5.412e-06,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 15:01:05,10,35,31,23,25,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 15:02:58,10,35,31,23,18,1000,1000,1000,None,0,1.000000e-12,1.000000e-12,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 15:02:59,10,35,31,23,29,1000,1000,1000,None,0,1.000000e-10,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 15:03:01,10,35,31,23,29,1000,1000,1000,None,0,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 15:03:02,10,35,31,23,29,1000,1000,1000,None,0,1.000000e-06,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 15:03:03,10,35,31,23,29,1000,1000,1000,None,0,1.000000e-04,1.000000e-04,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 15:03:44,10,35,31,23,18,1000,1000,1000,None,0,1.000000e-14,1.000000e-14,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 15:03:45,10,35,31,23,18,1000,1000,1000,None,0,1.000000e-12,1.000000e-12,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 15:03:46,10,35,31,23,29,1000,1000,1000,None,0,1.000000e-10,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 15:03:48,10,35,31,23,29,1000,1000,1000,None,0,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 15:03:49,10,35,31,23,29,1000,1000,1000,None,0,1.000000e-06,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 15:03:50,10,35,31,23,29,1000,1000,1000,None,0,1.000000e-04,1.000000e-04,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 16:09:08,12,10,8,5,5,5.8287e-13,1.964e-13,1.862e-13,None,0,1.000000e-14,1.000000e-14,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 16:09:10,12,10,8,5,5,8.9384e-12,3.8603e-12,3.4442e-12,None,0,1.000000e-12,1.000000e-12,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 16:09:11,12,10,8,5,5,8.8058e-10,3.8123e-10,3.3991e-10,None,0,1.000000e-10,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 16:09:12,12,10,8,5,5,8.8072e-08,3.8129e-08,3.3996e-08,None,0,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 16:09:13,12,10,8,5,5,8.8115e-06,3.8143e-06,3.401e-06,None,0,1.000000e-06,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 16:09:14,12,10,8,5,5,0.00092361,0.00039572,0.00035383,None,0,1.000000e-04,1.000000e-04,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 16:10:03,24,39,42,24,24,4.9067e-07,2.6803e-06,2.9793e-07,None,0,1.000000e-14,1.000000e-14,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 16:10:05,24,39,42,24,25,1000,1000,1000,None,0,1.000000e-12,1.000000e-12,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 16:10:06,24,39,42,24,19,1000,1000,1000,None,0,1.000000e-10,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 16:10:08,24,39,42,24,18,1000,1000,1000,None,0,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 16:10:10,24,39,42,24,20,1000,1000,1000,None,0,1.000000e-06,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 16:10:12,24,39,42,24,6,1000,1000,1000,None,0,1.000000e-04,1.000000e-04,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 16:12:00,24,39,42,24,24,3.1841e-10,1.7143e-09,1.9308e-10,Geometric Mean Matlab Method,1,1.000000e-14,1.000000e-14,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 16:12:03,24,39,42,24,24,2.373e-08,1.2731e-07,1.4383e-08,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-12,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 16:12:06,24,39,42,24,24,2.3772e-06,1.2753e-05,1.4408e-06,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 16:12:08,24,39,42,24,25,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 16:12:11,24,39,42,24,3,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
29-Dec-2017 16:12:14,24,39,42,24,2,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
03-Jan-2018 11:15:03,9,35,31,23,23,1.2855e-05,5.1724e-07,4.21e-07,None,0,1.000000e-14,1.000000e-14,None,0,None,0,0,T,ux and vx,Minimum Singular Values 
